id,Кличка,Ссылка на профиль,Приют,Город,Порода,Вид,Дата рождения,Пол,В избранном,Уже дома,Забрать домой,Погулять
1133,Хвостик,https://teddyfood.com/ru/animals/Hvostik_nad/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-10-18,мальчик,5,1,0,0
1134,Гэлэкси,https://teddyfood.com/ru/animals/Galaxy/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2018-07-11,девочка,1,1,0,0
1135,Чародейка,https://teddyfood.com/ru/animals/Charodeyka/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2018-01-15,девочка,8,0,0,0
1136,Малу,https://teddyfood.com/ru/animals/Malu/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-01-13,девочка,6,0,0,0
1137,Том,https://teddyfood.com/ru/animals/Tom_yarkot/,"Приют для кошек ""ЯрКот""",Ярославль,Без породы,Кошки,2018-07-17,мальчик,4,0,0,0
1138,Жанна Дарк,https://teddyfood.com/ru/animals/Zhanna_Dark/,Убежище,Санкт-Петербург,Без породы,Кошки,2019-03-25,девочка,12,1,0,0
1139,Пани,https://teddyfood.com/ru/animals/Pani/,Убежище,Санкт-Петербург,Без породы,Кошки,2019-02-21,девочка,11,0,0,0
1140,Панчо,https://teddyfood.com/ru/animals/Pancho/,Убежище,Санкт-Петербург,Без породы,Кошки,2019-02-21,мальчик,3,1,0,0
1141,Пананта,https://teddyfood.com/ru/animals/Pananta/,Убежище,Санкт-Петербург,Без породы,Кошки,2019-02-21,девочка,36,0,0,1
1142,Манул,https://teddyfood.com/ru/animals/Manul/,Лёхин дом,Екатеринбург,Без породы,Кошки,2004-07-15,мальчик,49,1,0,0
1143,Эрки,https://teddyfood.com/ru/animals/Erki/,"Приют для кошек ""ЯрКот""",Ярославль,Без породы,Кошки,2017-07-28,мальчик,5,1,0,0
1144,Консуэлла,https://teddyfood.com/ru/animals/Consuela/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2018-02-17,девочка,3,1,0,0
1145,Михримах,https://teddyfood.com/ru/animals/Mihrimah/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-07-15,девочка,2,1,0,0
1146,Бетти,https://teddyfood.com/ru/animals/Betty/,Мокрый нос,Киров,Без породы,Собаки,2017-07-15,девочка,4,1,0,0
1147,Левайс,https://teddyfood.com/ru/animals/Levis/,"Самарский приют для животных ""НадеждА""",Самара,Британец,Кошки,2010-06-17,мальчик,5,0,0,0
1148,Шафран,https://teddyfood.com/ru/animals/Shafran/,Убежище,Санкт-Петербург,Без породы,Кошки,2019-03-06,мальчик,4,1,0,0
1149,Ясень,https://teddyfood.com/ru/animals/Yasen/,Убежище,Санкт-Петербург,Без породы,Кошки,2019-03-06,мальчик,5,1,0,0
1150,Лавр,https://teddyfood.com/ru/animals/Lavr/,Убежище,Санкт-Петербург,Без породы,Кошки,2019-03-06,мальчик,23,1,2,0
1151,Сима,https://teddyfood.com/ru/animals/Sima_nef/,Добрые сердца,Нефтекамск,Без породы,Кошки,2013-07-07,девочка,3,0,0,0
1152,Бегемот,https://teddyfood.com/ru/animals/Begemot_nef/,Добрые сердца,Нефтекамск,Без породы,Кошки,2014-07-19,мальчик,8,0,0,0
1153,Лиза,https://teddyfood.com/ru/animals/Liza_nef/,Добрые сердца,Нефтекамск,Без породы,Кошки,2015-06-20,девочка,7,0,0,0
1154,Сара,https://teddyfood.com/ru/animals/Sara_nef/,Добрые сердца,Нефтекамск,Без породы,Кошки,2016-06-17,девочка,3,0,0,0
1155,Моника,https://teddyfood.com/ru/animals/Monica/,Добрые сердца,Нефтекамск,Без породы,Кошки,2016-05-30,девочка,6,0,0,0
1156,Кася,https://teddyfood.com/ru/animals/Kasya/,4 лапы,Санкт-Петербург,Без породы,Собаки,2017-11-04,девочка,21,0,0,1
1157,Лейка,https://teddyfood.com/ru/animals/Leyka/,4 лапы,Санкт-Петербург,Без породы,Собаки,2017-09-05,девочка,4,0,0,1
1158,Бим,https://teddyfood.com/ru/animals/Bim/,4 лапы,Санкт-Петербург,Без породы,Собаки,2018-02-03,мальчик,0,1,0,0
1159,Фаер,https://teddyfood.com/ru/animals/Fayer/,4 лапы,Санкт-Петербург,Без породы,Собаки,2018-11-10,мальчик,9,0,0,1
1160,Филипп,https://teddyfood.com/ru/animals/Philip_spb/,4 лапы,Санкт-Петербург,Без породы,Собаки,2018-11-10,мальчик,12,0,0,2
1161,Орешек,https://teddyfood.com/ru/animals/Oreshek/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2018-02-07,мальчик,10,0,0,0
1162,Дуся,https://teddyfood.com/ru/animals/Dusya_nef/,Добрые сердца,Нефтекамск,Без породы,Кошки,2016-06-11,девочка,7,0,0,0
1163,Матильда,https://teddyfood.com/ru/animals/Matilda_nef/,Добрые сердца,Нефтекамск,Без породы,Кошки,2016-07-03,девочка,1,0,1,0
1164,Ася,https://teddyfood.com/ru/animals/Asya_nef/,Добрые сердца,Нефтекамск,Без породы,Кошки,2017-05-30,девочка,7,0,0,0
1165,Маркус,https://teddyfood.com/ru/animals/Marcus_nef/,Добрые сердца,Нефтекамск,Без породы,Кошки,2019-04-02,мальчик,4,0,0,0
1166,Сэм,https://teddyfood.com/ru/animals/Sam/,Добрые сердца,Нефтекамск,Без породы,Кошки,2015-07-17,мальчик,9,0,0,0
1167,Джулия,https://teddyfood.com/ru/animals/Julia/,Добрые сердца,Нефтекамск,Без породы,Кошки,2019-04-10,девочка,1,1,0,0
1168,Маргарита,https://teddyfood.com/ru/animals/Margarita/,Добрые сердца,Нефтекамск,Без породы,Кошки,2016-06-27,девочка,4,0,0,0
1169,Лилу,https://teddyfood.com/ru/animals/Lilu_nef/,Добрые сердца,Нефтекамск,Без породы,Кошки,2017-05-27,девочка,1,0,0,0
1170,Тома,https://teddyfood.com/ru/animals/Toma_perm/,Матроскин,Пермь,Без породы,Кошки,2014-02-15,девочка,3,1,0,0
1171,Лёня,https://teddyfood.com/ru/animals/Lenya/,Матроскин,Пермь,Без породы,Кошки,2017-07-17,мальчик,0,1,0,0
1172,Пан,https://teddyfood.com/ru/animals/Pan/,Матроскин,Пермь,Без породы,Кошки,2017-05-21,мальчик,1,1,0,0
1173,Морис,https://teddyfood.com/ru/animals/Moris/,Матроскин,Пермь,Без породы,Кошки,2017-08-02,мальчик,2,1,0,0
1174,Киф,https://teddyfood.com/ru/animals/Kif/,Матроскин,Пермь,Ангорская кошка,Кошки,2017-02-15,мальчик,3,1,0,1
1175,Пушок,https://teddyfood.com/ru/animals/Pushok_perm/,Матроскин,Пермь,Без породы,Кошки,2003-04-11,мальчик,9,0,0,0
1176,Нео,https://teddyfood.com/ru/animals/Neo/,Матроскин,Пермь,Без породы,Кошки,2018-06-18,мальчик,2,1,0,0
1177,Лекс,https://teddyfood.com/ru/animals/Lex/,Матроскин,Пермь,Тайская,Кошки,2015-01-19,мальчик,2,1,1,0
1178,Чупа,https://teddyfood.com/ru/animals/Chupa/,"Приют для кошек ""Потеряшка""",Санкт-Петербург,Без породы,Кошки,2016-07-15,девочка,10,0,0,1
1179,Тася,https://teddyfood.com/ru/animals/Tasya/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2018-02-08,девочка,0,1,0,0
1180,Микки,https://teddyfood.com/ru/animals/Mikki_nef/,Добрые сердца,Нефтекамск,Без породы,Кошки,2019-05-18,мальчик,8,1,0,0
1181,Маус,https://teddyfood.com/ru/animals/Maus_nef/,Добрые сердца,Нефтекамск,Без породы,Кошки,2019-05-18,мальчик,8,1,0,0
1182,Мариша,https://teddyfood.com/ru/animals/Marisha/,Добрые сердца,Нефтекамск,Без породы,Кошки,2019-05-18,девочка,17,0,0,0
1183,Тигрушин,https://teddyfood.com/ru/animals/Tigrushin/,Добрые сердца,Нефтекамск,Без породы,Кошки,2019-05-18,мальчик,10,1,0,0
1184,Симон,https://teddyfood.com/ru/animals/Simon_nad/,"Самарский приют для животных ""НадеждА""",Самара,Тайская,Кошки,2013-04-28,мальчик,2,1,0,0
1185,Муруся,https://teddyfood.com/ru/animals/Mourusya/,Матроскин,Пермь,Без породы,Кошки,2018-03-15,девочка,4,1,1,0
1186,Хавроша,https://teddyfood.com/ru/animals/Havrosha/,Матроскин,Пермь,Без породы,Кошки,2017-01-21,девочка,1,1,0,0
1187,Вольт,https://teddyfood.com/ru/animals/Volt/,Матроскин,Пермь,Без породы,Кошки,2017-06-17,мальчик,3,1,0,0
1188,Кайл,https://teddyfood.com/ru/animals/Kyle/,Шереметьевский приют,Москва,Без породы,Собаки,2017-07-07,мальчик,12,1,0,3
1189,Натуся,https://teddyfood.com/ru/animals/Natusya/,Шереметьевский приют,Москва,Без породы,Собаки,2018-07-29,девочка,7,1,0,1
1190,Филя,https://teddyfood.com/ru/animals/Filya/,Кот и Пёс,Казань,Без породы,Кошки,2018-08-12,мальчик,3,0,0,0
1191,Петрушка,https://teddyfood.com/ru/animals/Petrushka/,Матроскин,Пермь,Без породы,Кошки,2017-06-17,девочка,1,1,0,0
1192,Микки,https://teddyfood.com/ru/animals/Mikki_perm/,Матроскин,Пермь,Без породы,Кошки,2017-05-19,мальчик,1,1,0,0
1193,Лиза,https://teddyfood.com/ru/animals/Liza_perm/,Матроскин,Пермь,Без породы,Кошки,2017-04-30,девочка,1,1,0,0
1194,Шамбал,https://teddyfood.com/ru/animals/Shambal/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2018-08-13,мальчик,6,0,0,0
1195,Лилия,https://teddyfood.com/ru/animals/Liliya/,Шереметьевский приют,Москва,Питбуль,Собаки,2015-06-11,девочка,2,1,0,0
1196,Марк,https://teddyfood.com/ru/animals/Mark_msc/,Шереметьевский приют,Москва,Аргентинский дог,Собаки,2017-05-05,мальчик,0,1,0,0
1197,Рапунцель,https://teddyfood.com/ru/animals/Rapunzel/,Матроскин,Пермь,Без породы,Кошки,2018-08-19,девочка,0,1,0,0
1198,Машка,https://teddyfood.com/ru/animals/Mashka/,Матроскин,Пермь,Без породы,Кошки,2014-05-18,девочка,0,1,0,0
1199,Плутон,https://teddyfood.com/ru/animals/Pluto/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-07-17,мальчик,1,1,0,0
1200,Нутелла,https://teddyfood.com/ru/animals/Nutella_ekat/,Лёхин дом,Екатеринбург,Без породы,Кошки,2018-08-11,девочка,5,1,0,0
1201,Сиара,https://teddyfood.com/ru/animals/Ciara/,Лёхин дом,Екатеринбург,Без породы,Кошки,2017-06-15,девочка,0,1,0,0
1202,Дарина,https://teddyfood.com/ru/animals/Darina/,Мокрый нос,Киров,Без породы,Собаки,2013-05-15,девочка,4,0,0,0
1203,Леди,https://teddyfood.com/ru/animals/Lady/,Мокрый нос,Киров,Без породы,Собаки,2016-05-10,девочка,3,0,0,0
1204,Жизель,https://teddyfood.com/ru/animals/Giselle/,Шереметьевский приют,Москва,Без породы,Собаки,2016-04-20,девочка,17,0,0,0
1205,Кассия,https://teddyfood.com/ru/animals/Cassia/,Шереметьевский приют,Москва,Американский стаффордширский терьер,Собаки,2013-07-17,девочка,1,1,0,0
1206,Сгущенка,https://teddyfood.com/ru/animals/Sgushchenka/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2018-03-03,девочка,2,1,0,1
1207,Золтан,https://teddyfood.com/ru/animals/Zoltan/,Матроскин,Пермь,Без породы,Кошки,2018-04-19,мальчик,4,1,1,0
1208,Рэя,https://teddyfood.com/ru/animals/Reya/,Матроскин,Пермь,Без породы,Кошки,2017-05-05,девочка,0,1,0,0
1209,Кассандра,https://teddyfood.com/ru/animals/Kassandra/,Матроскин,Пермь,Без породы,Кошки,2017-03-02,девочка,1,1,0,0
1210,Лаванда,https://teddyfood.com/ru/animals/Lavender/,Лёхин дом,Екатеринбург,Без породы,Кошки,2013-08-17,девочка,8,0,0,0
1211,Ириска,https://teddyfood.com/ru/animals/Iriska_vlg/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2019-02-07,девочка,8,0,0,0
1212,Вилей,https://teddyfood.com/ru/animals/Viley/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2018-03-18,мальчик,13,0,0,0
1213,Маня,https://teddyfood.com/ru/animals/Manya/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2018-02-27,девочка,4,0,0,0
1214,Фиби,https://teddyfood.com/ru/animals/Phoebe_vlg/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2018-03-20,девочка,4,0,0,0
1215,Агриппина,https://teddyfood.com/ru/animals/Agrippina_sochi/,Котофей,Сочи,Без породы,Кошки,2019-07-12,девочка,0,1,0,0
1216,Анжелина,https://teddyfood.com/ru/animals/Angelina_sochi/,Котофей,Сочи,Без породы,Кошки,2019-05-29,девочка,4,0,0,0
1217,Джоли,https://teddyfood.com/ru/animals/Jolie/,Котофей,Сочи,Без породы,Кошки,2019-05-29,девочка,6,0,0,0
1218,Лола,https://teddyfood.com/ru/animals/Lola_vlg/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2018-03-20,девочка,2,0,0,0
1219,Микки Маус,https://teddyfood.com/ru/animals/Mickey_Mouse/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2019-01-10,мальчик,2,0,0,0
1220,Минни Маус,https://teddyfood.com/ru/animals/Minnie_Mouse/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2019-01-10,девочка,3,0,0,0
1221,Птенчик,https://teddyfood.com/ru/animals/Ptenchik/,"Приют для кошек ""Потеряшка""",Санкт-Петербург,Без породы,Кошки,2019-05-10,девочка,6,1,0,1
1222,Усик,https://teddyfood.com/ru/animals/Usik/,Котофей,Сочи,Без породы,Кошки,2019-04-09,мальчик,1,1,0,0
1223,Мортимер,https://teddyfood.com/ru/animals/Mortimer/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2018-08-25,мальчик,3,1,0,0
1224,Рысенок,https://teddyfood.com/ru/animals/Rysenok/,"Приют для кошек ""Потеряшка""",Санкт-Петербург,Без породы,Кошки,2019-05-15,девочка,12,1,0,0
1225,Винни,https://teddyfood.com/ru/animals/Winnie/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2019-05-13,мальчик,9,0,0,0
1226,Чоко,https://teddyfood.com/ru/animals/Choco/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2019-05-13,мальчик,11,1,0,0
1227,Белль,https://teddyfood.com/ru/animals/Belle/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2017-07-02,девочка,5,0,0,0
1228,Додди,https://teddyfood.com/ru/animals/Doddi/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2017-06-28,мальчик,1,1,0,0
1229,Шуся,https://teddyfood.com/ru/animals/Shusya/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2018-02-27,девочка,6,0,0,0
1230,Рошель,https://teddyfood.com/ru/animals/Rochelle/,Котофей,Сочи,Без породы,Кошки,2019-04-10,девочка,9,0,0,0
1231,Тефи,https://teddyfood.com/ru/animals/Tefi/,Котофей,Сочи,Без породы,Кошки,2019-05-17,девочка,2,0,0,0
1232,Степа,https://teddyfood.com/ru/animals/Styopa/,Котофей,Сочи,Без породы,Кошки,2019-05-12,мальчик,18,0,0,1
1233,Боня,https://teddyfood.com/ru/animals/Bonya_sochi/,Котофей,Сочи,Без породы,Кошки,2019-04-05,девочка,0,1,0,0
1234,Эрек,https://teddyfood.com/ru/animals/Erek/,Котофей,Сочи,Без породы,Кошки,2019-05-06,мальчик,0,1,0,0
1235,Звездочка,https://teddyfood.com/ru/animals/Zvezdochka_sochi/,Котофей,Сочи,Без породы,Кошки,2019-04-03,девочка,9,0,0,0
1236,Дога,https://teddyfood.com/ru/animals/Doga/,Лёхин дом,Екатеринбург,Без породы,Кошки,2014-08-19,мальчик,4,1,0,0
1237,Лега,https://teddyfood.com/ru/animals/Lega/,Центральный приют Спб для бездомных кошек!,Санкт-Петербург,Без породы,Кошки,2016-07-12,мальчик,4,0,0,0
1238,Грег,https://teddyfood.com/ru/animals/Greg/,Лаюшки и Мяушки,Москва,Без породы,Собаки,2017-05-18,мальчик,3,1,0,3
1239,Коша,https://teddyfood.com/ru/animals/Kosha_msc/,Лаюшки и Мяушки,Москва,Без породы,Собаки,2017-03-29,девочка,11,0,0,0
1240,Жози,https://teddyfood.com/ru/animals/Jozie/,Лаюшки и Мяушки,Москва,Без породы,Собаки,2017-08-20,девочка,6,1,0,1
1241,Лира,https://teddyfood.com/ru/animals/Lyra/,Лаюшки и Мяушки,Москва,Без породы,Собаки,2018-02-16,девочка,17,0,0,2
1242,Сеня,https://teddyfood.com/ru/animals/Senya/,Лаюшки и Мяушки,Москва,Без породы,Собаки,2018-09-25,мальчик,17,0,0,3
1243,Рыжуля,https://teddyfood.com/ru/animals/Ryzhulya/,Лаюшки и Мяушки,Москва,Без породы,Собаки,2014-07-11,девочка,10,1,0,3
1244,Зина,https://teddyfood.com/ru/animals/Zina_msc/,Лаюшки и Мяушки,Москва,Без породы,Собаки,2017-08-20,девочка,15,0,0,1
1245,Пират,https://teddyfood.com/ru/animals/Pirate_msc/,Лаюшки и Мяушки,Москва,Хаски,Собаки,2017-06-09,мальчик,23,1,0,6
1246,Муха,https://teddyfood.com/ru/animals/Mukha/,Лаюшки и Мяушки,Москва,Без породы,Собаки,2017-02-17,девочка,13,0,0,2
1247,Боча,https://teddyfood.com/ru/animals/Bocha/,Лаюшки и Мяушки,Москва,Без породы,Собаки,2018-03-07,девочка,14,0,0,3
1248,Бутуз,https://teddyfood.com/ru/animals/Butuz/,Лаюшки и Мяушки,Москва,Без породы,Собаки,2014-06-05,мальчик,7,1,0,1
1249,Гриша,https://teddyfood.com/ru/animals/Grisha_nef/,Добрые сердца,Нефтекамск,Без породы,Кошки,2019-04-18,мальчик,3,1,0,0
1250,Федя,https://teddyfood.com/ru/animals/Fedya/,Добрые сердца,Нефтекамск,Без породы,Кошки,2015-05-07,мальчик,6,0,0,0
1251,Фил,https://teddyfood.com/ru/animals/Phil/,Добрые сердца,Нефтекамск,Без породы,Кошки,2017-04-03,мальчик,4,0,0,0
1252,Аврора,https://teddyfood.com/ru/animals/Avrora_nef/,Добрые сердца,Нефтекамск,Без породы,Кошки,2019-02-25,девочка,2,0,0,0
1253,Варя,https://teddyfood.com/ru/animals/Varya_nef/,Добрые сердца,Нефтекамск,Без породы,Кошки,2019-02-25,девочка,3,0,0,0
1254,Софи,https://teddyfood.com/ru/animals/Sophie_nef/,Добрые сердца,Нефтекамск,Без породы,Кошки,2016-08-01,девочка,5,0,0,0
1255,Ксюша,https://teddyfood.com/ru/animals/Ksyusha/,Добрые сердца,Нефтекамск,Без породы,Кошки,2016-06-28,девочка,15,0,0,0
1256,Тома,https://teddyfood.com/ru/animals/Toma_nef/,Добрые сердца,Нефтекамск,Без породы,Кошки,2017-03-12,девочка,5,0,0,0
1257,Гуня,https://teddyfood.com/ru/animals/Gunya/,Люськин дом,Казань,Без породы,Кошки,2013-06-09,девочка,10,0,0,0
1258,Ухтунг,https://teddyfood.com/ru/animals/Uhtung/,Люськин дом,Казань,Без породы,Кошки,2013-08-17,мальчик,8,0,0,0
1259,Герань,https://teddyfood.com/ru/animals/Geran/,Шереметьевский приют,Москва,Без породы,Собаки,2015-08-17,девочка,4,0,0,0
1260,Тритон,https://teddyfood.com/ru/animals/Triton/,Шереметьевский приют,Москва,Без породы,Собаки,2018-02-03,мальчик,13,0,0,0
1261,Венди,https://teddyfood.com/ru/animals/Wendy/,Шереметьевский приют,Москва,Без породы,Собаки,2016-08-11,девочка,17,0,0,3
1262,Квин,https://teddyfood.com/ru/animals/Queen/,Котофей,Сочи,Без породы,Кошки,2019-05-21,девочка,1,1,0,0
1263,Рокси,https://teddyfood.com/ru/animals/Roxie_sochi/,Котофей,Сочи,Без породы,Кошки,2019-05-21,девочка,3,0,0,0
1264,Нирвана,https://teddyfood.com/ru/animals/Nirvana/,Котофей,Сочи,Без породы,Кошки,2019-05-21,девочка,5,0,0,0
1265,Осень и котята,https://teddyfood.com/ru/animals/Osen/,Котофей,Сочи,Без породы,Кошки,2018-08-26,девочка,4,1,0,0
1266,Пушинка,https://teddyfood.com/ru/animals/Pushinka/,Котофей,Сочи,Без породы,Кошки,2019-05-29,девочка,0,1,0,0
1267,Индиана,https://teddyfood.com/ru/animals/Indiana_sochi/,Котофей,Сочи,Без породы,Кошки,2019-04-23,девочка,5,0,0,0
1268,Фрэя,https://teddyfood.com/ru/animals/Freya/,Котофей,Сочи,Без породы,Кошки,2019-05-28,девочка,3,1,0,0
1269,Агата,https://teddyfood.com/ru/animals/Agatha/,Котофей,Сочи,Без породы,Кошки,2019-04-03,девочка,2,1,0,0
1270,Тамерлан,https://teddyfood.com/ru/animals/Tamerlan/,Матроскин,Пермь,Без породы,Кошки,2017-03-18,мальчик,1,1,1,0
1271,Матильда,https://teddyfood.com/ru/animals/Matilda_perm/,Матроскин,Пермь,Без породы,Кошки,2017-02-11,девочка,1,1,0,0
1272,Бомбей,https://teddyfood.com/ru/animals/Bombay/,Матроскин,Пермь,Без породы,Кошки,2016-12-29,мальчик,1,1,0,0
1273,Фикус,https://teddyfood.com/ru/animals/Ficus/,Матроскин,Пермь,Без породы,Кошки,2018-09-24,мальчик,0,1,0,0
1274,Тимоха,https://teddyfood.com/ru/animals/Timoha/,Матроскин,Пермь,Без породы,Кошки,2017-03-12,мальчик,0,1,0,0
1275,Фридрих,https://teddyfood.com/ru/animals/Friedrich/,Матроскин,Пермь,Без породы,Кошки,2017-01-30,мальчик,3,1,0,0
1276,Котя,https://teddyfood.com/ru/animals/Kotya_matroskin/,Матроскин,Пермь,Без породы,Кошки,2004-08-02,девочка,4,0,0,0
1277,Смайл,https://teddyfood.com/ru/animals/Smile/,Убежище,Санкт-Петербург,Без породы,Кошки,2019-04-03,мальчик,4,1,1,0
1278,Лайк,https://teddyfood.com/ru/animals/Like/,Убежище,Санкт-Петербург,Без породы,Кошки,2019-04-03,мальчик,7,1,0,0
1279,Тесс,https://teddyfood.com/ru/animals/Tess/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2017-08-14,девочка,8,0,0,0
1280,Люся,https://teddyfood.com/ru/animals/Lusya_vlg/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2016-06-07,девочка,3,0,0,0
1281,Федя,https://teddyfood.com/ru/animals/Fedya_vlg/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2017-08-26,мальчик,6,0,0,0
1282,Лиза,https://teddyfood.com/ru/animals/Liza_vlg/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2017-09-11,девочка,1,1,0,0
1283,Голди,https://teddyfood.com/ru/animals/Goldie/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2019-05-02,мальчик,0,1,0,0
1284,Дайкон,https://teddyfood.com/ru/animals/Daykon_vlg/,"Кошачий приют ""ДОМИК""",Волгоград,Без породы,Кошки,2019-05-02,мальчик,1,1,0,0
1285,Фрона,https://teddyfood.com/ru/animals/Frona/,Матроскин,Пермь,Без породы,Кошки,2017-04-02,девочка,4,1,0,0
1286,Меланта,https://teddyfood.com/ru/animals/Melanta/,Матроскин,Пермь,Без породы,Кошки,2017-02-17,девочка,9,0,0,0
1287,Котуся,https://teddyfood.com/ru/animals/Kotusya/,Лёхин дом,Екатеринбург,Без породы,Кошки,2014-08-09,мальчик,13,0,0,0
1288,Фриссон,https://teddyfood.com/ru/animals/Frisson/,Лёхин дом,Екатеринбург,Без породы,Кошки,2016-08-17,мальчик,5,1,0,0
1289,Пуля,https://teddyfood.com/ru/animals/Pulya/,"Приют для кошек ""ЯрКот""",Ярославль,Без породы,Кошки,2017-04-03,девочка,3,1,0,0
1290,Кельт,https://teddyfood.com/ru/animals/Celt/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2018-09-17,мальчик,5,1,0,0
1291,Чук,https://teddyfood.com/ru/animals/Chuk/,Котофей,Сочи,Без породы,Кошки,2019-09-01,мальчик,2,1,0,0
1292,Гек,https://teddyfood.com/ru/animals/Gek/,Котофей,Сочи,Без породы,Кошки,2019-09-01,мальчик,2,1,0,0
1293,Мадейра,https://teddyfood.com/ru/animals/Madeira/,Котофей,Сочи,Без породы,Кошки,2019-09-01,девочка,3,1,0,0
1294,Печенька,https://teddyfood.com/ru/animals/Pechenka_spb/,Центральный приют Спб для бездомных кошек!,Санкт-Петербург,Без породы,Кошки,2018-09-25,девочка,5,1,1,0
1295,Лори,https://teddyfood.com/ru/animals/Lori_perm/,Матроскин,Пермь,Без породы,Кошки,2017-04-18,мальчик,0,1,0,0
1296,Василёк,https://teddyfood.com/ru/animals/Vasilok/,"Приют для кошек ""ЯрКот""",Ярославль,Без породы,Кошки,2016-05-12,мальчик,4,1,0,0
1297,Бэлла,https://teddyfood.com/ru/animals/Bella_yarcot/,"Приют для кошек ""ЯрКот""",Ярославль,Персидская,Кошки,2014-07-25,девочка,7,1,1,0
1298,Безешка,https://teddyfood.com/ru/animals/Bezeshka/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-08-19,девочка,1,1,0,0
1299,Джелатто,https://teddyfood.com/ru/animals/Gelatto/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-07-22,девочка,6,1,0,0
1300,Сара,https://teddyfood.com/ru/animals/Sara_spb/,Центральный приют Спб для бездомных кошек!,Санкт-Петербург,Без породы,Кошки,2015-05-07,девочка,8,0,0,0
1301,Енота,https://teddyfood.com/ru/animals/Yenota/,Лаюшки и Мяушки,Москва,Без породы,Собаки,2016-09-11,девочка,11,0,0,1
1302,Легенда и котята,https://teddyfood.com/ru/animals/Legenda/,Котофей,Сочи,Британец,Кошки,2018-07-28,девочка,5,1,0,0
1303,Ая,https://teddyfood.com/ru/animals/Aya/,Матроскин,Пермь,Без породы,Кошки,2017-05-18,девочка,0,1,0,0
1304,Еня,https://teddyfood.com/ru/animals/Yenya/,Матроскин,Пермь,Без породы,Кошки,2017-02-10,девочка,0,1,0,0
1305,Лила,https://teddyfood.com/ru/animals/Leela_sam/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-08-25,девочка,12,0,0,0
1306,Помпон,https://teddyfood.com/ru/animals/Pompon/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2014-05-17,мальчик,3,1,0,0
1307,Малышка,https://teddyfood.com/ru/animals/Malyshka_spb/,Центральный приют Спб для бездомных кошек!,Санкт-Петербург,Без породы,Кошки,2013-08-18,девочка,1,1,0,0
1308,Нильс,https://teddyfood.com/ru/animals/Niels/,Центральный приют Спб для бездомных кошек!,Санкт-Петербург,Без породы,Кошки,2017-09-03,мальчик,14,1,0,0
1309,Звездочка,https://teddyfood.com/ru/animals/Zvezdochka_spb/,"Приют для кошек ""Потеряшка""",Санкт-Петербург,Без породы,Кошки,2019-05-10,девочка,1,1,0,0
1310,Эластика,https://teddyfood.com/ru/animals/Elastika/,Матроскин,Пермь,Сиамская,Кошки,2016-05-15,девочка,13,1,0,0
1311,Миротворец,https://teddyfood.com/ru/animals/Mirotvorets/,"Приют для кошек ""Потеряшка""",Санкт-Петербург,Без породы,Кошки,2019-08-17,мальчик,1,1,0,0
1312,Аманда,https://teddyfood.com/ru/animals/Amanda/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2017-03-02,девочка,8,0,0,0
